Probe Set ID	Gene Symbol	Gene Title	Entrez Gene
TC07003394.hg.1	GATAD1	GATA zinc finger domain containing 1	57798
TC07003395.hg.1	NA	NA	NA
TC07003396.hg.1	TRRAP	transformation/transcription domain-associated protein	8295
TC07003397.hg.1	NA	NA	NA
TC07003398.hg.1	NA	NA	NA
TC07003399.hg.1	NA	NA	NA
TC07003400.hg.1	NA	NA	NA
TC07003401.hg.1	NA	NA	NA
TC07003402.hg.1	HOXA10	homeobox A10	3206
TC07003403.hg.1	LOC401320	uncharacterized LOC401320	401320
TC07003404.hg.1	NA	NA	NA
TC07003405.hg.1	NA	NA	NA
TC07003406.hg.1	NA	NA	NA
TC07003407.hg.1	SHFM1	split hand/foot malformation (ectrodactyly) type 1	7979
TC07003408.hg.1	LOC100506136	uncharacterized LOC100506136	100506136
TC08000001.hg.1	NA	NA	NA
TC08000002.hg.1	ZNF596	zinc finger protein 596	169270
TC08000003.hg.1	FBXO25	F-box protein 25	26260
TC08000004.hg.1	NA	NA	NA
TC08000005.hg.1	C8orf68	chromosome 8 open reading frame 68	619343
TC08000006.hg.1	NA	NA	NA
TC08000007.hg.1	DLGAP2	discs, large (Drosophila) homolog-associated protein 2	9228
TC08000008.hg.1	CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	2055
TC08000009.hg.1	MIR596	microRNA 596	693181
TC08000010.hg.1	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	9639
TC08000011.hg.1	NA	NA	NA
TC08000012.hg.1	KBTBD11	kelch repeat and BTB (POZ) domain containing 11	9920
TC08000013.hg.1	NA	NA	NA
TC08000014.hg.1	MYOM2	myomesin (M-protein) 2, 165kDa	9172
TC08000015.hg.1	NA	NA	NA
TC08000016.hg.1	NA	NA	NA
TC08000017.hg.1	NA	NA	NA
TC08000018.hg.1	NA	NA	NA
TC08000019.hg.1	NA	NA	NA
TC08000020.hg.1	NA	NA	NA
TC08000021.hg.1	MCPH1	microcephalin 1	79648
TC08000022.hg.1	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	55326
TC08000023.hg.1	MIR4659A	microRNA 4659a	100616348
TC08000024.hg.1	LOC100652791	uncharacterized LOC100652791	100652791
TC08000025.hg.1	NA	NA	NA
TC08000026.hg.1	NA	NA	NA
TC08000027.hg.1	NA	NA	NA
TC08000028.hg.1	NA	NA	NA
TC08000029.hg.1	NA	NA	NA
TC08000030.hg.1	NA	NA	NA
TC08000031.hg.1	FAM90A5	family with sequence similarity 90, member A5	441315
TC08000032.hg.1	FAM90A20	family with sequence similarity 90, member A20	728430
TC08000033.hg.1	DEFB109P1B	defensin, beta 109, pseudogene 1B	641517
TC08000034.hg.1	NA	NA	NA
TC08000035.hg.1	NA	NA	NA
TC08000036.hg.1	NA	NA	NA
TC08000037.hg.1	NA	NA	NA
TC08000038.hg.1	NA	NA	NA
TC08000039.hg.1	NA	NA	NA
TC08000040.hg.1	LOC100133251	uncharacterized LOC100133251	100133251
TC08000041.hg.1	NA	NA	NA
TC08000042.hg.1	NA	NA	NA
TC08000043.hg.1	FAM90A8	family with sequence similarity 90, member A8	441324
TC08000044.hg.1	NA	NA	NA
TC08000045.hg.1	FAM90A9	family with sequence similarity 90, member A9	441327
TC08000046.hg.1	FAM90A10	family with sequence similarity 90, member A10	441328
TC08000047.hg.1	NA	NA	NA
TC08000048.hg.1	NA	NA	NA
TC08000049.hg.1	NA	NA	NA
TC08000050.hg.1	NA	NA	NA
TC08000051.hg.1	NA	NA	NA
TC08000052.hg.1	LOC100132396	zinc finger protein 705D-like	100132396
TC08000053.hg.1	FAM66E	family with sequence similarity 66, member E	100132103
TC08000056.hg.1	FLJ10661	family with sequence similarity 86, member A pseudogene	286042
TC08000057.hg.1	NA	NA	NA
TC08000058.hg.1	NA	NA	NA
TC08000059.hg.1	CLDN23	claudin 23	137075
TC08000060.hg.1	NA	NA	NA
TC08000061.hg.1	NA	NA	NA
TC08000062.hg.1	NA	NA	NA
TC08000063.hg.1	ERI1	exoribonuclease 1	90459
TC08000064.hg.1	MIR4660	microRNA 4660	100616350
TC08000065.hg.1	NA	NA	NA
TC08000066.hg.1	NA	NA	NA
TC08000067.hg.1	NA	NA	NA
TC08000068.hg.1	LOC157273	uncharacterized LOC157273	157273
TC08000069.hg.1	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8658
TC08000070.hg.1	MIR597	microRNA 597	693182
TC08000071.hg.1	MSRA	methionine sulfoxide reductase A	4482
TC08000072.hg.1	NA	NA	NA
TC08000073.hg.1	MSRA	methionine sulfoxide reductase A	4482
TC08000074.hg.1	NA	NA	NA
TC08000075.hg.1	NA	NA	NA
TC08000076.hg.1	NA	NA	NA
TC08000077.hg.1	PRSS55	protease, serine, 55	203074
TC08000078.hg.1	C8orf74	chromosome 8 open reading frame 74	203076
TC08000079.hg.1	NA	NA	NA
TC08000080.hg.1	NA	NA	NA
TC08000081.hg.1	NA	NA	NA
TC08000082.hg.1	NA	NA	NA
TC08000083.hg.1	NA	NA	NA
TC08000084.hg.1	MTMR9	myotubularin related protein 9	66036
TC08000085.hg.1	NA	NA	NA
TC08000087.hg.1	BLK	B lymphoid tyrosine kinase	640
TC08000088.hg.1	LINC00208	long intergenic non-protein coding RNA 208	83655
TC08000089.hg.1	GATA4	GATA binding protein 4	2626
TC08000090.hg.1	C8orf49	chromosome 8 open reading frame 49	606553
TC08000091.hg.1	NEIL2	nei endonuclease VIII-like 2 (E. coli)	252969
TC08000092.hg.1	NA	NA	NA
TC08000093.hg.1	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222
TC08000094.hg.1	NA	NA	NA
TC08000095.hg.1	DEFB135	defensin, beta 135	613209
TC08000096.hg.1	NA	NA	NA
TC08000097.hg.1	ZNF705D	zinc finger protein 705D	728957
TC08000099.hg.1	NA	NA	NA
TC08000100.hg.1	NA	NA	NA
TC08000101.hg.1	ZNF705D	zinc finger protein 705D	728957
TC08000102.hg.1	NA	NA	NA
TC08000103.hg.1	NA	NA	NA
TC08000104.hg.1	NA	NA	NA
TC08000105.hg.1	NA	NA	NA
TC08000106.hg.1	NA	NA	NA
TC08000107.hg.1	MIR3926-2	microRNA 3926-2	100500838
TC08000108.hg.1	NA	NA	NA
TC08000109.hg.1	KIAA1456	KIAA1456	57604
TC08000110.hg.1	NA	NA	NA
TC08000111.hg.1	NA	NA	NA
TC08000112.hg.1	NA	NA	NA
TC08000113.hg.1	NA	NA	NA
TC08000114.hg.1	C8orf48	chromosome 8 open reading frame 48	157773
TC08000115.hg.1	NA	NA	NA
TC08000116.hg.1	NA	NA	NA
TC08000117.hg.1	NA	NA	NA
TC08000118.hg.1	NA	NA	NA
TC08000119.hg.1	TUSC3	tumor suppressor candidate 3	7991
TC08000120.hg.1	NA	NA	NA
TC08000121.hg.1	NA	NA	NA
TC08000122.hg.1	NA	NA	NA
TC08000123.hg.1	EFHA2	EF-hand domain family, member A2	286097
TC08000124.hg.1	NA	NA	NA
TC08000125.hg.1	ZDHHC2	zinc finger, DHHC-type containing 2	51201
TC08000126.hg.1	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)	137492
TC08000127.hg.1	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	6542
TC08000128.hg.1	PDGFRL	platelet-derived growth factor receptor-like	5157
TC08000129.hg.1	NA	NA	NA
TC08000130.hg.1	NA	NA	NA
TC08000131.hg.1	NA	NA	NA
TC08000132.hg.1	NA	NA	NA
TC08000133.hg.1	NA	NA	NA
TC08000134.hg.1	NA	NA	NA
TC08000135.hg.1	PCM1	pericentriolar material 1	5108
TC08000136.hg.1	NA	NA	NA
TC08000137.hg.1	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	9
TC08000138.hg.1	NA	NA	NA
TC08000139.hg.1	NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	10
TC08000140.hg.1	NSAP11	nervous system abundant protein 11	100131275
TC08000141.hg.1	NA	NA	NA
TC08000142.hg.1	NA	NA	NA
TC08000143.hg.1	NA	NA	NA
TC08000144.hg.1	NA	NA	NA
TC08000145.hg.1	NA	NA	NA
TC08000146.hg.1	SH2D4A	SH2 domain containing 4A	63898
TC08000147.hg.1	NA	NA	NA
TC08000148.hg.1	INTS10	integrator complex subunit 10	55174
TC08000149.hg.1	LPL	lipoprotein lipase	4023
TC08000150.hg.1	NA	NA	NA
TC08000151.hg.1	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	526
TC08000152.hg.1	NA	NA	NA
TC08000153.hg.1	NA	NA	NA
TC08000154.hg.1	NA	NA	NA
TC08000155.hg.1	NA	NA	NA
TC08000156.hg.1	NA	NA	NA
TC08000157.hg.1	LOC286114	uncharacterized LOC286114	286114
TC08000158.hg.1	NA	NA	NA
TC08000159.hg.1	NA	NA	NA
TC08000160.hg.1	XPO7	exportin 7	23039
TC08000161.hg.1	NPM2	nucleophosmin/nucleoplasmin 2	10361
TC08000162.hg.1	NA	NA	NA
TC08000163.hg.1	FGF17	fibroblast growth factor 17	8822
TC08000164.hg.1	EPB49	erythrocyte membrane protein band 4.9 (dematin)	2039
TC08000165.hg.1	FAM160B2	family with sequence similarity 160, member B2	64760
TC08000166.hg.1	SFTPC	surfactant protein C	6440
TC08000167.hg.1	BMP1	bone morphogenetic protein 1	649
TC08000168.hg.1	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	661
TC08000169.hg.1	PIWIL2	piwi-like 2 (Drosophila)	55124
TC08000170.hg.1	SLC39A14	solute carrier family 39 (zinc transporter), member 14	23516
TC08000171.hg.1	NA	NA	NA
TC08000172.hg.1	PPP3CC	protein phosphatase 3, catalytic subunit, gamma isozyme	5533
TC08000173.hg.1	SORBS3	sorbin and SH3 domain containing 3	10174
TC08000175.hg.1	KIAA1967	KIAA1967	57805
TC08000176.hg.1	NA	NA	NA
TC08000177.hg.1	NA	NA	NA
TC08000178.hg.1	RHOBTB2	Rho-related BTB domain containing 2	23221
TC08000179.hg.1	LOC286059	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain pseudogene	286059
TC08000180.hg.1	NA	NA	NA
TC08000181.hg.1	NA	NA	NA
TC08000182.hg.1	LOC389641	uncharacterized LOC389641	389641
TC08000183.hg.1	LOC389641	uncharacterized LOC389641	389641
TC08000184.hg.1	CHMP7	charged multivesicular body protein 7	91782
TC08000185.hg.1	R3HCC1	R3H domain and coiled-coil containing 1	203069
TC08000186.hg.1	LOC100507156	uncharacterized LOC100507156	100507156
TC08000187.hg.1	NA	NA	NA
TC08000188.hg.1	SLC25A37	solute carrier family 25, member 37	51312
TC08000189.hg.1	NA	NA	NA
TC08000190.hg.1	ADAM28	ADAM metallopeptidase domain 28	10863
TC08000191.hg.1	ADAMDEC1	ADAM-like, decysin 1	27299
TC08000192.hg.1	ADAM7	ADAM metallopeptidase domain 7	8756
TC08000193.hg.1	NEFM	neurofilament, medium polypeptide	4741
TC08000194.hg.1	NA	NA	NA
TC08000196.hg.1	CDCA2	cell division cycle associated 2	157313
TC08000197.hg.1	LOC100507222	uncharacterized LOC100507222	100507222
TC08000198.hg.1	NA	NA	NA
TC08000199.hg.1	NA	NA	NA
TC08000200.hg.1	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	665
TC08000201.hg.1	NA	NA	NA
TC08000202.hg.1	NA	NA	NA
TC08000203.hg.1	DPYSL2	dihydropyrimidinase-like 2	1808
TC08000204.hg.1	NA	NA	NA
TC08000205.hg.1	NA	NA	NA
TC08000206.hg.1	NA	NA	NA
TC08000207.hg.1	PTK2B	PTK2B protein tyrosine kinase 2 beta	2185
TC08000208.hg.1	EPHX2	epoxide hydrolase 2, cytoplasmic	2053
TC08000209.hg.1	SCARA3	scavenger receptor class A, member 3	51435
TC08000210.hg.1	NA	NA	NA
TC08000211.hg.1	MIR3622A	microRNA 3622a	100500858
TC08000212.hg.1	NA	NA	NA
TC08000213.hg.1	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)	157570
TC08000214.hg.1	NA	NA	NA
TC08000215.hg.1	NA	NA	NA
TC08000216.hg.1	ELP3	elongation protein 3 homolog (S. cerevisiae)	55140
TC08000217.hg.1	PNOC	prepronociceptin	5368
TC08000218.hg.1	NA	NA	NA
TC08000219.hg.1	NA	NA	NA
TC08000220.hg.1	FZD3	frizzled family receptor 3	7976
TC08000221.hg.1	NA	NA	NA
TC08000222.hg.1	EXTL3	exostoses (multiple)-like 3	2137
TC08000223.hg.1	NA	NA	NA
TC08000224.hg.1	NA	NA	NA
TC08000225.hg.1	HMBOX1	homeobox containing 1	79618
TC08000226.hg.1	NA	NA	NA
TC08000227.hg.1	NA	NA	NA
TC08000228.hg.1	NA	NA	NA
TC08000229.hg.1	NA	NA	NA
TC08000230.hg.1	NA	NA	NA
TC08000231.hg.1	NA	NA	NA
TC08000232.hg.1	NA	NA	NA
TC08000233.hg.1	NA	NA	NA
TC08000234.hg.1	NA	NA	NA
TC08000235.hg.1	NA	NA	NA
TC08000236.hg.1	LOC286135	uncharacterized LOC286135	286135
TC08000237.hg.1	NA	NA	NA
TC08000239.hg.1	NA	NA	NA
TC08000240.hg.1	RBPMS	RNA binding protein with multiple splicing	11030
TC08000241.hg.1	NA	NA	NA
TC08000242.hg.1	NA	NA	NA
TC08000243.hg.1	LOC100507341	uncharacterized LOC100507341	100507341
TC08000244.hg.1	NA	NA	NA
TC08000245.hg.1	UBXN8	UBX domain protein 8	7993
TC08000246.hg.1	WRN	Werner syndrome, RecQ helicase-like	7486
TC08000247.hg.1	NA	NA	NA
TC08000248.hg.1	NA	NA	NA
TC08000249.hg.1	NA	NA	NA
TC08000250.hg.1	NRG1	neuregulin 1	3084
TC08000251.hg.1	NA	NA	NA
TC08000252.hg.1	NA	NA	NA
TC08000253.hg.1	NA	NA	NA
TC08000254.hg.1	NA	NA	NA
TC08000255.hg.1	NRG1	neuregulin 1	3084
TC08000256.hg.1	NA	NA	NA
TC08000257.hg.1	NA	NA	NA
TC08000258.hg.1	MAK16	MAK16 homolog (S. cerevisiae)	84549
TC08000259.hg.1	SNORD13	small nucleolar RNA, C/D box 13	692084
TC08000260.hg.1	NA	NA	NA
TC08000261.hg.1	NA	NA	NA
TC08000262.hg.1	NA	NA	NA
TC08000263.hg.1	NA	NA	NA
TC08000264.hg.1	NA	NA	NA
TC08000265.hg.1	NA	NA	NA
TC08000266.hg.1	UNC5D	unc-5 homolog D (C. elegans)	137970
TC08000267.hg.1	NA	NA	NA
TC08000268.hg.1	NA	NA	NA
TC08000269.hg.1	NA	NA	NA
TC08000270.hg.1	NA	NA	NA
TC08000271.hg.1	KCNU1	potassium channel, subfamily U, member 1	157855
TC08000272.hg.1	NA	NA	NA
TC08000273.hg.1	NA	NA	NA
TC08000274.hg.1	NA	NA	NA
TC08000275.hg.1	ZNF703	zinc finger protein 703	80139
TC08000276.hg.1	NA	NA	NA
TC08000277.hg.1	ERLIN2	ER lipid raft associated 2	11160
TC08000278.hg.1	PROSC	proline synthetase co-transcribed homolog (bacterial)	11212
TC08000279.hg.1	GPR124	G protein-coupled receptor 124	25960
TC08000280.hg.1	NA	NA	NA
TC08000281.hg.1	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	1978
TC08000282.hg.1	NA	NA	NA
TC08000283.hg.1	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	9070
TC08000284.hg.1	NA	NA	NA
TC08000285.hg.1	NA	NA	NA
TC08000286.hg.1	NA	NA	NA
TC08000287.hg.1	BAG4	BCL2-associated athanogene 4	9530
TC08000288.hg.1	DDHD2	DDHD domain containing 2	23259
TC08000289.hg.1	NA	NA	NA
TC08000290.hg.1	NA	NA	NA
TC08000291.hg.1	LETM2	leucine zipper-EF-hand containing transmembrane protein 2	137994
TC08000292.hg.1	NA	NA	NA
TC08000293.hg.1	TACC1	transforming, acidic coiled-coil containing protein 1	6867
TC08000294.hg.1	NA	NA	NA
TC08000295.hg.1	NA	NA	NA
TC08000296.hg.1	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	59339
TC08000297.hg.1	HTRA4	HtrA serine peptidase 4	203100
TC08000298.hg.1	ADAM9	ADAM metallopeptidase domain 9	8754
TC08000299.hg.1	ADAM32	ADAM metallopeptidase domain 32	203102
TC08000300.hg.1	ADAM5P	ADAM metallopeptidase domain 5, pseudogene	255926
TC08000301.hg.1	NA	NA	NA
TC08000302.hg.1	NA	NA	NA
TC08000303.hg.1	LOC100130964	similar to hCG2045185	100130964
TC08000304.hg.1	ADAM18	ADAM metallopeptidase domain 18	8749
TC08000305.hg.1	IDO1	indoleamine 2,3-dioxygenase 1	3620
TC08000306.hg.1	NA	NA	NA
TC08000307.hg.1	IDO2	indoleamine 2,3-dioxygenase 2	169355
TC08000308.hg.1	NA	NA	NA
TC08000309.hg.1	NA	NA	NA
TC08000310.hg.1	C8orf4	chromosome 8 open reading frame 4	56892
TC08000311.hg.1	NA	NA	NA
TC08000312.hg.1	NA	NA	NA
TC08000313.hg.1	NA	NA	NA
TC08000314.hg.1	NA	NA	NA
TC08000315.hg.1	NA	NA	NA
TC08000316.hg.1	NA	NA	NA
TC08000317.hg.1	GOLGA7	golgin A7	51125
TC08000318.hg.1	GINS4	GINS complex subunit 4 (Sld5 homolog)	84296
TC08000319.hg.1	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)	137964
TC08000320.hg.1	MIR486	microRNA 486	619554
TC08000321.hg.1	NA	NA	NA
TC08000322.hg.1	NA	NA	NA
TC08000323.hg.1	NA	NA	NA
TC08000324.hg.1	AP3M2	adaptor-related protein complex 3, mu 2 subunit	10947
TC08000325.hg.1	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	3551
TC08000326.hg.1	POLB	polymerase (DNA directed), beta	5423
TC08000327.hg.1	VDAC3	voltage-dependent anion channel 3	7419
TC08000328.hg.1	C8orf40	chromosome 8 open reading frame 40	114926
TC08000329.hg.1	CHRNB3	cholinergic receptor, nicotinic, beta 3	1142
TC08000331.hg.1	NA	NA	NA
TC08000332.hg.1	SGK196	protein kinase-like protein SgK196	84197
TC08000333.hg.1	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	138050
TC08000334.hg.1	POTEA	POTE ankyrin domain family, member A	340441
TC08000335.hg.1	NA	NA	NA
TC08000336.hg.1	NA	NA	NA
TC08000337.hg.1	NA	NA	NA
TC08000338.hg.1	NA	NA	NA
TC08000339.hg.1	LINC00293	long intergenic non-protein coding RNA 293	497634
TC08000340.hg.1	NA	NA	NA
TC08000341.hg.1	LOC100505775	uncharacterized LOC100505775	100505775
TC08000342.hg.1	LOC100287846	patched 1 pseudogene	100287846
TC08000343.hg.1	NA	NA	NA
TC08000344.hg.1	NA	NA	NA
TC08000345.hg.1	NA	NA	NA
TC08000346.hg.1	MCM4	minichromosome maintenance complex component 4	4173
TC08000347.hg.1	NA	NA	NA
TC08000348.hg.1	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2	7336
TC08000349.hg.1	NA	NA	NA
TC08000350.hg.1	NA	NA	NA
TC08000351.hg.1	NA	NA	NA
TC08000352.hg.1	NA	NA	NA
TC08000353.hg.1	C8orf22	chromosome 8 open reading frame 22	492307
TC08000354.hg.1	NA	NA	NA
TC08000355.hg.1	NA	NA	NA
TC08000356.hg.1	SNTG1	syntrophin, gamma 1	54212
TC08000358.hg.1	NA	NA	NA
TC08000359.hg.1	NA	NA	NA
TC08000360.hg.1	NA	NA	NA
TC08000361.hg.1	NA	NA	NA
TC08000362.hg.1	NA	NA	NA
TC08000363.hg.1	NA	NA	NA
TC08000364.hg.1	NA	NA	NA
TC08000365.hg.1	NA	NA	NA
TC08000366.hg.1	NA	NA	NA
TC08000367.hg.1	NA	NA	NA
TC08000368.hg.1	NPBWR1	neuropeptides B/W receptor 1	2831
TC08000369.hg.1	NA	NA	NA
TC08000370.hg.1	NA	NA	NA
TC08000371.hg.1	RGS20	regulator of G-protein signaling 20	8601
TC08000372.hg.1	NA	NA	NA
TC08000373.hg.1	NA	NA	NA
TC08000374.hg.1	MRPL15	mitochondrial ribosomal protein L15	29088
TC08000375.hg.1	RNU105C	RNA, U105C small nucleolar	26766
TC08000376.hg.1	SOX17	SRY (sex determining region Y)-box 17	64321
TC08000378.hg.1	XKR4	XK, Kell blood group complex subunit-related family, member 4	114786
TC08000379.hg.1	NA	NA	NA
TC08000380.hg.1	NA	NA	NA
TC08000381.hg.1	NA	NA	NA
TC08000382.hg.1	TGS1	trimethylguanosine synthase 1	96764
TC08000383.hg.1	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	4067
TC08000384.hg.1	NA	NA	NA
TC08000385.hg.1	NA	NA	NA
TC08000386.hg.1	NA	NA	NA
TC08000387.hg.1	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	79145
TC08000388.hg.1	NA	NA	NA
TC08000389.hg.1	NA	NA	NA
TC08000390.hg.1	NA	NA	NA
TC08000391.hg.1	LOC100507651	uncharacterized LOC100507651	100507651
TC08000392.hg.1	NA	NA	NA
TC08000393.hg.1	LOC286177	uncharacterized LOC286177	286177
TC08000394.hg.1	C8orf71	chromosome 8 open reading frame 71	26138
TC08000395.hg.1	NA	NA	NA
TC08000396.hg.1	NA	NA	NA
TC08000397.hg.1	NA	NA	NA
TC08000398.hg.1	NA	NA	NA
TC08000399.hg.1	LOC286178	uncharacterized LOC286178	286178
TC08000400.hg.1	NA	NA	NA
TC08000401.hg.1	FAM110B	family with sequence similarity 110, member B	90362
TC08000402.hg.1	UBXN2B	UBX domain protein 2B	137886
TC08000403.hg.1	SDCBP	syndecan binding protein (syntenin)	6386
TC08000404.hg.1	NA	NA	NA
TC08000405.hg.1	NA	NA	NA
TC08000406.hg.1	LOC100505501	uncharacterized LOC100505501	100505501
TC08000407.hg.1	NA	NA	NA
TC08000408.hg.1	NA	NA	NA
TC08000409.hg.1	NA	NA	NA
TC08000410.hg.1	RAB2A	RAB2A, member RAS oncogene family	5862
TC08000411.hg.1	NA	NA	NA
TC08000412.hg.1	CHD7	chromodomain helicase DNA binding protein 7	55636
TC08000413.hg.1	NA	NA	NA
TC08000414.hg.1	CLVS1	clavesin 1	157807
TC08000415.hg.1	KRT8	keratin 8	3856
TC08000416.hg.1	MIR4470	microRNA 4470	100616484
TC08000417.hg.1	NA	NA	NA
TC08000418.hg.1	NA	NA	NA
TC08000419.hg.1	NA	NA	NA
TC08000420.hg.1	NKAIN3	Na+/K+ transporting ATPase interacting 3	286183
TC08000421.hg.1	UG0898H09	uncharacterized LOC643763	643763
TC08000422.hg.1	NA	NA	NA
TC08000423.hg.1	NA	NA	NA
TC08000424.hg.1	YTHDF3	YTH domain family, member 3	253943
TC08000425.hg.1	NA	NA	NA
TC08000426.hg.1	NA	NA	NA
TC08000427.hg.1	NA	NA	NA
TC08000428.hg.1	NA	NA	NA
TC08000429.hg.1	LOC286184	uncharacterized LOC286184	286184
TC08000430.hg.1	LOC100130155	uncharacterized LOC100130155	100130155
TC08000431.hg.1	MIR124-2	microRNA 124-2	406908
TC08000432.hg.1	BHLHE22	basic helix-loop-helix family, member e22	27319
TC08000433.hg.1	NA	NA	NA
TC08000434.hg.1	MTFR1	mitochondrial fission regulator 1	9650
TC08000435.hg.1	DNAJC5B	DnaJ (Hsp40) homolog, subfamily C, member 5 beta	85479
TC08000436.hg.1	NA	NA	NA
TC08000437.hg.1	NA	NA	NA
TC08000438.hg.1	NA	NA	NA
TC08000439.hg.1	TRIM55	tripartite motif containing 55	84675
TC08000440.hg.1	LOC100505659	uncharacterized LOC100505659	100505659
TC08000442.hg.1	NA	NA	NA
TC08000444.hg.1	C8orf45	chromosome 8 open reading frame 45	157777
TC08000445.hg.1	NA	NA	NA
TC08000447.hg.1	CSPP1	centrosome and spindle pole associated protein 1	79848
TC08000448.hg.1	NA	NA	NA
TC08000449.hg.1	NA	NA	NA
TC08000450.hg.1	NA	NA	NA
TC08000451.hg.1	NA	NA	NA
TC08000452.hg.1	PREX2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	80243
TC08000453.hg.1	C8orf34	chromosome 8 open reading frame 34	116328
TC08000454.hg.1	NA	NA	NA
TC08000455.hg.1	NA	NA	NA
TC08000456.hg.1	SULF1	sulfatase 1	23213
TC08000457.hg.1	NA	NA	NA
TC08000458.hg.1	NA	NA	NA
TC08000459.hg.1	NA	NA	NA
TC08000460.hg.1	NA	NA	NA
TC08000461.hg.1	NA	NA	NA
TC08000462.hg.1	NA	NA	NA
TC08000463.hg.1	NA	NA	NA
TC08000464.hg.1	NA	NA	NA
TC08000465.hg.1	LOC286190	uncharacterized LOC286190	286190
TC08000466.hg.1	XKR9	XK, Kell blood group complex subunit-related family, member 9	389668
TC08000467.hg.1	NA	NA	NA
TC08000468.hg.1	NA	NA	NA
TC08000469.hg.1	NA	NA	NA
TC08000470.hg.1	NA	NA	NA
TC08000471.hg.1	LOC100132891	uncharacterized LOC100132891	100132891
TC08000472.hg.1	NA	NA	NA
TC08000473.hg.1	NA	NA	NA
TC08000474.hg.1	NA	NA	NA
TC08000475.hg.1	NA	NA	NA
TC08000476.hg.1	KCNB2	potassium voltage-gated channel, Shab-related subfamily, member 2	9312
TC08000477.hg.1	NA	NA	NA
TC08000478.hg.1	NA	NA	NA
TC08000479.hg.1	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	7013
TC08000480.hg.1	NA	NA	NA
TC08000481.hg.1	NA	NA	NA
TC08000482.hg.1	RDH10	retinol dehydrogenase 10 (all-trans)	157506
TC08000483.hg.1	NA	NA	NA
TC08000484.hg.1	LOC100128126	uncharacterized LOC100128126	100128126
TC08000485.hg.1	NA	NA	NA
TC08000486.hg.1	TMEM70	transmembrane protein 70	54968
TC08000487.hg.1	LY96	lymphocyte antigen 96	23643
TC08000488.hg.1	NA	NA	NA
TC08000489.hg.1	NA	NA	NA
TC08000490.hg.1	NA	NA	NA
TC08000491.hg.1	NA	NA	NA
TC08000492.hg.1	NA	NA	NA
TC08000493.hg.1	GDAP1	ganglioside-induced differentiation-associated protein 1	54332
TC08000494.hg.1	NA	NA	NA
TC08000495.hg.1	FLJ39080	uncharacterized LOC441355	441355
TC08000496.hg.1	MIR2052	microRNA 2052	100302260
TC08000497.hg.1	PI15	peptidase inhibitor 15	51050
TC08000498.hg.1	CRISPLD1	cysteine-rich secretory protein LCCL domain containing 1	83690
TC08000499.hg.1	HNF4G	hepatocyte nuclear factor 4, gamma	3174
TC08000500.hg.1	NA	NA	NA
TC08000501.hg.1	ZFHX4	zinc finger homeobox 4	79776
TC08000502.hg.1	NA	NA	NA
TC08000503.hg.1	NA	NA	NA
TC08000504.hg.1	NA	NA	NA
TC08000505.hg.1	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	5569
TC08000506.hg.1	FAM164A	family with sequence similarity 164, member A	51101
TC08000507.hg.1	NA	NA	NA
TC08000508.hg.1	STMN2	stathmin-like 2	11075
TC08000509.hg.1	NA	NA	NA
TC08000510.hg.1	NA	NA	NA
TC08000511.hg.1	NA	NA	NA
TC08000512.hg.1	ZBTB10	zinc finger and BTB domain containing 10	65986
TC08000513.hg.1	NA	NA	NA
TC08000514.hg.1	NA	NA	NA
TC08000515.hg.1	NA	NA	NA
TC08000516.hg.1	NA	NA	NA
TC08000517.hg.1	NA	NA	NA
TC08000518.hg.1	NA	NA	NA
TC08000519.hg.1	NA	NA	NA
TC08000520.hg.1	CHMP4C	charged multivesicular body protein 4C	92421
